제목,아이디,댓글 내용,좋아요 수,라벨,감정
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@santaopen,이철희 바보인가 사악한가... 공수처 절대 안된다. 대한민국에 수사권 기소권을 가진 두 집단을 가지고 뭘 하겠다는건가?  사정공화국 원하지 않는다..,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@roid3375,국개 땔치고 청와대는 오케이??? 뭐지?? 말만 그럴듯하지 결국은 ㅎ~~,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-qg1qp6xx7h,조국땜에 창피해서 불출마 하신다고요?,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-pj7ic9kp6q,잘생각했다 절대 다신 정치하지마라,9,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-kb4gc3jt1k,어차피  김종인계  공천 받기도  힘듬  이번  조국 사태  보면서   실망,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@sungkikim3810,정치불신?당신도 일조를 하고선 왜 딴소리를~~편견과 오만을 버리고 임하면 어느당 에서 일하든 상관없어~ 이제 시사 프로그램 에 나와서 또 진영논리로 변론을 하시겠습니까?,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@photonbelt4052,리철희! 추후에라도 간보면서 정계복귀라는 간사한 생각은 일체 하지 마시요,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-om6cm6rk5c,이철희 이사람 떠나야 할 사람입니다 잡을 이유가 없습니다,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-kq4fv5fr6o,자한당.. 창피함의 근원지!!도려내야지!!,4,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@ry-km7dj,조국과 함께 가시네... 잘가요,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@kyp1812,부끄러워서 정치를 포기하면 안되는 것 아닌가요?  오히려 국민의 응원을 뒤로 엎고 자한당과 싸워서 바른 정치를 만들어야하는 것 아닌가요?개인적으로는 실망입니다. 더 싸우셔야죠. 그래서 정말 좋은 대한민국 만들어야하는 것 아닌가요? 이철희의원 같은 분이 몇명이나 있나요?정말 자격도 없는 국회의원들에게 국회를 맡기고 나온다는 것은 책임회피라고 생각합니다. 속상하네요,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jin14041,아.......ㅠㅠ 이철희 의원님 .... 국민을 위해 국회를 지켜내는 인재들이 떠나가니 아쉽습니다. 다시 생각해주세요.,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-tp5nv7cl5o,불출마선언이 의미가 있나?  당선이 가능한 사람이 하면 몰라도.. 당선 안될게 뻔한 사람이 불출마 선언?,6,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-xw8up6vr8p,무슨 불출마선언을 행사처럼...이철희의 꼼수와 속내는 곧 드러날것,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-uz1bk3co8m,조국 쉴드치다가 안되니깐이제 안나온다고하네ㅋㅋㅋ,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ve5uf3hm6h,"이철희도 오십보 백보다. 그냥 불출마가 아니고, 은퇴하심이 좋다고 본다. 본인 소신도 없이, 당에서 시킨대로 할바엔,정치를  안하는게 맞다고 본다. 국민을 위한 정치를 한다면, 진영논리가 아닌 옳고,그름을 판단하고 행동 했어야 했다. 이건 열심히한다고 되는것도 아니고, 난 국민을위한 정치적 소신이 없는분은 정치를 안하는게 맞다고 생각한다. 본인도 부끄럽게 생각해야 한다.",4,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-rc1ts9nk1g,이철희 그대가 법사위에서 한 말들은 다 어떻게 하나? 지금 당장 의원직 사퇴하면 지금 나불대는말 믿어줄게,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-oj5cp7xd8v,금태섭이 박용진이가 훨씬 낫다본인편에는 무조건 편드는 정치질부터 바뀌어야한다이철희가 잘한거 하나도 없다고 봄또 선거에 의해 뽑힌 사람도 아니기 때문에 그만두기도 쉽다,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-st3co7io5y,SBS가 현정부에 어떤 자세를 취해 왔는지 뻔히 아는 사람이 인터뷰를 하냐? 광화문소리도 들어라고? 사람이 짐승의 소리를 어떻게 알아듣냐.?,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@ysaaa4065,공수처하고 선거법 많은 논의 펼쳐야 된다고 해놓고 패스트랙으로 통과 시키냐 ?? 오히려 민생법안을 패스트랙을 할려고 만든 법을 악용한 너희 민주당이 자나 . 아니야??,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-wh5ts5rr5j,그자리에서까지  거짓말이요,6,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-qy9ow6fy7e,잘하는 짓입니다...이참에 영원히 정치권에서 은퇴 선언하시고 tv에서 드러운 정치관련 패널로도 출연 않하시길 간절히 부탁드립니다 ^^,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@ysaaa4065,"민주주의 비례가 나은거라고 하니?? 한다는것이??? 민주주의 비례대표제도하고 무슨 관계가 있냐 이상한 프레임으로 민주주의가 비례대표다라는 프레임을 씌우지마라,,, 은근히 선동하는 ,,,너가,,,,,출마를해도 국회의원 되기 힘들것이다....",1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-hk9mk2nt6e,깨끗한척 하지마라,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@bnmyxcv5476,"반성하셔야합니다, 이철희의원!",2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@soohyeonpark3286,이철희  그간  보여준게.. 별로 다-정치?  이철희 이제는 그만보자  국회의원의 제모습이 아니였다.,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@younghoonkim9957,사꾸라 이철희 그 입 다무시오.,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-pd5rx2tb2f,"ㅇㅇ 정치가 참 ...진영만 보고 연애인보다 더 인기 영합하고...진정성?도 없고.. 정치는 없고 여야 싸움만 있는, 보고 있으면 너무 소모적이고 피곤해지네요...국민들과는 괴리된 그냥 실익도 없고... 대통령이, 우리나라가 잘 되길 바라지 잘못되길 바라는 국민은 없을겁니다. 힘 내슈...조국은 그냥 객관적으로 검찰에서 잘 수사 받았으면 좋겠네요 솔직히 장관감은 아님 너무 위선적인사람...그냥 서울대 교수나 평생했으면 나았을뻔 ㅋ",1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@triter6427,왜 미화를 하시는지... 막말은 이철희의원도 많이 하신것 같은데요. 유종의미는 절대 아닌것 같습니다.,5,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@aepark8598,현재 자기 지역이 없는 비례대표 국회의원? 총선 불출마?,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-kp4oy9nq8o,21대   청와대 대변인 ---- 청와대 정무수석 ---- 대통령 비서실장.,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-rp3tu7gv8i,꼴깝떠네 ㅋㅋㅋ 결국은너도 ㅋㅋㅋ그래 히어링 방송좀 하더니 마니컸다,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@stephan6051,비례대표주제에 무신 ㅋㅋ 어차피 지역구도없고 공천도 안되겠지만나와봐야 당선도안됨.그냥 빤스런일뿐.,4,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@kyleahn5290,"이철희 의원님 같은 분들이 있어야 되는데...자한당 올 사퇴해라, 부끄럽다 부끄러워~~!!",1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-yx7if1sg7f,비례대표 간신히 된 놈이  불출마 선언한다고  감성팔이하네 ㅋㅋㅋ   역겹닼ㅋㅋㅋㅋㅋㅋ,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@yykk7710,인간 자체가 별루임,6,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@clupjun22,비례대표로 국회의원 해먹은사람이 뭘안다고 불출마? 출마할 깜이나 되냐?,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-dp6vj7uv5j,당신같이소신있는 사람이..총선불출마는...너무 합니다.처음부터초선의원을 하지마시든지요.시작을했으면..조금더..조금만더 노력해주세요..대한민국을 위해서요,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ub7mz5nq7q,비례대표로 나올려고?ㅋ공천? 니가 공천받던 말던 관심없다,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@silaekim73,이철희 공수처는 민주당 장기집권을 노리는 것이란걸 국민 90%는 알고 있음을 왜곡하지 않길 바랍니다!!!,2,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-yk9fv6fz1f,멍멍이소리 국회해산 공수처 국민투표 앗싸나구,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@yonghojeong9883,이해찬대표 흔들기하지말고 조용히나가세요,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-zy3hk4mu9c,이벤트성 비례대표시죠? 당근 담공천 딸려고 홍위병짓하시다 태세전환 갈아타시는것같습니다첨부터 금태섭의원처럼 바른쓴소리하시지,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-pf1qs9bt5r,"큰그림 그리시는지요? 한계를 느꼇다면 정계 은퇴 를 하셔야 지요? 이번판 총선불출마 가 뭐 그리,,, 혹 하는 사람들이 참,,,",2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@sharingcool5137,민주당 조로남불 때문에 그런것 같은데....선견지명 인듯....그래도 그후에 인지도 쌓고 되시면 그때는 꼭 초지일관 으로  정치 하시길 바래요.,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-us8ks7yd8x,이철희는 조용히 있어라너의속셈을다안다이해찬대표님 건들지말아라창피하면조용히나가라이철희는 얼마나 정치했다고앞으로절대로정치하지말아라싹쓸어버린다우리국민들이 이해찬대표님을지킨다,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-qw2bk1rg6b,너도 결국 민주당일뿐이다~팔이 안으로,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-fn5jn7sj2b,"민심은 공수처페기,선거법페기다.국민이 뽑는 국회의원만 필요하다.당대표가 봅는 국회의원 하는 꼬라지를 봐라, 조국편드는 꼬라지를 또 봐야하나?",2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-lw2cn6cq7d,조국 쉴드치느라 그 많은 괘변을 쏟아냈으니 총선 불출마가 아니라 정계은퇴는 당연한 것이다!!! 뭐 대단한 정치적 메시지 있어 불출마 하듯이 포장하지마라!!! 웃음밖에 안나온다!!!,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ft9bj3ct4y,이철희~~  지금이라도 정신차려라~~  너의 경솔한 혓바닥으로 이재명지사를 그렇게 공격했던거는 용서가 어렵구나~~ 쯧쯧~~  잘가라~~,3,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@soonhee7735,이철희 의원님 문재인 대통령님 도와주세요응원하겠습니다,2,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@mulholan7067,니가 젤 부끄럽다,4,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@spiderdok,민주당과 이철희 의원님을 지지하는 사람으로서 비겁함과 배신감을 동시에 느낌니다.정치판이 그런줄 모르시고 정치 하셨나요?국민들은 그 판에서 싸우고 싶어도 못 싸우니까 이철희 의원같은 사람들 뽑아주고대신 싸워달라고 한건데 그거 못견디고 포기하시면서 쿨한 마무리 짓는것처럼여기저기 나와서 인터뷰 하고 그러지 마십시요.아니면 철회 하시든가요.,2,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@ncreation5637,국회에 창피해 하지마시고 스스로에 챙피해 하세요초선도 과분하지요  가지않을 길은 가지 마세요,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ej9tg5jy8f,너 없어도 돼,2,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-js3nw7wy4w,이 분도 문재인 친위대 공수처에 찬성하나?,4,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-xh8fl3me6h,이철희는 입방정좀 그만해라.  떠날때는 말없이.  너의 행로를 지켜보고 있단다.  너혼자 사는 세상 아니다. 공인으로써 소의보다 대의로 가는길을 바란다.,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-tp5lj2iq1d,어차피 안될걸알고 미리 빠져나갔네그렇게 민주당편 들더만 에헤이 그냥 정치고 언론이고 하지마라,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@qortnrgus100,민주당이 야당때  뭘 그렇게  거칠게했나? 말하는게  웃기네,1,b,-1
